date,Open,High,Low,Close,Volume_(BTC),Volume_(Currency),%_Change_High_Low,%_Change_Open_Close
2018-05-19 00:00:00,8237.76833333333,8243.59233333333,8231.455666666665,8237.864166666666,2.8086437156666673,23140.166722587168,0.14732783183989223,0.0011633409615163122
2018-05-19 01:00:00,8202.069333333335,8208.686833333331,8195.036166666667,8202.273333333334,3.385817749,27736.456531726984,0.16642540563954974,0.002487177219664121
2018-05-19 02:00:00,8202.406,8208.676166666664,8197.497333333333,8203.818,1.1902773445000001,9760.665725625668,0.136263790022299,0.017214461220261993
2018-05-19 03:00:00,8227.218833333332,8235.132499999998,8220.606833333333,8227.755666666668,7.742622947166665,63791.578574751016,0.17654470131524264,0.006525088784077929
2018-05-19 04:00:00,8238.117666666662,8243.300833333327,8231.4965,8238.350166666663,0.9500261841666668,7829.285718353399,0.14328516140391503,0.00282224665159422
2018-05-19 05:00:00,8230.143,8235.561333333333,8224.104666666672,8228.797166666667,1.4904086928333342,12260.040596224833,0.13922650461078698,-0.016352490270616783
2018-05-19 06:00:00,8233.472666666665,8237.47833333333,8227.066,8232.904999999997,0.8245755966666669,6786.974070886167,0.12647216666935948,-0.00689462016393066
2018-05-19 07:00:00,8202.28474576271,8207.983220338983,8193.660508474575,8199.729999999998,3.3906326845762713,27721.374789693724,0.17467296928567314,-0.0311467577863888
2018-05-19 08:00:00,8189.428,8197.364666666666,8182.295000000002,8189.347000000001,4.239498391833335,34740.27112878635,0.18401548580936292,-0.0009890800676093797
2018-05-19 09:00:00,8211.836833333333,8215.912333333332,8205.2715,8210.772666666668,1.0841220263333335,8904.62849737038,0.12959600472839505,-0.012958935841802677
2018-05-19 10:00:00,8233.925666666668,8239.755166666666,8228.992666666669,8235.298666666667,1.9698442861666658,16232.485078857868,0.13068742781071882,0.016674913711668505
2018-05-19 11:00:00,8251.552333333333,8257.124999999998,8244.7635,8252.054333333332,7.5399529565000005,62611.1130325295,0.1497990621567535,0.0060837037652986484
2018-05-19 12:00:00,8346.03233333333,8349.720333333331,8337.482166666667,8344.602333333332,3.017084224833332,25252.431801252,0.14665967505458827,-0.01713389000767677
