date,Open,High,Low,Close,Volume_(BTC),Volume_(Currency),High/Low_%,%_Change_Open_Close,compound,negative,neutral,positive
2018-05-19 00:00:00,8237.76833333333,8243.59233333333,8231.455666666665,8237.864166666666,2.8086437156666677,23140.166722587168,0.1473278318398922,0.0011633409615163,0.0320434782608695,0.0125434782608695,0.962,0.0254565217391304
2018-05-19 01:00:00,8202.069333333335,8208.686833333331,8195.036166666667,8202.273333333334,3.385817749,27736.456531726984,0.1664254056395497,0.0024871772196641,0.0505731707317073,0.0136341463414634,0.9551219512195124,0.0312926829268292
2018-05-19 02:00:00,8202.406,8208.676166666664,8197.497333333333,8203.818,1.1902773445,9760.665725625668,0.136263790022299,0.0172144612202619,0.0963285714285714,0.0124523809523809,0.946190476190476,0.0413571428571428
2018-05-19 03:00:00,8227.218833333332,8235.132499999998,8220.606833333333,8227.755666666668,7.742622947166665,63791.578574751016,0.1765447013152426,0.0065250887840779,0.1195225,0.0079999999999999,0.935675,0.056325
2018-05-19 04:00:00,8238.117666666662,8243.300833333327,8231.4965,8238.350166666663,0.9500261841666668,7829.285718353399,0.143285161403915,0.0028222466515942,0.0838771428571428,0.0068571428571428,0.9500857142857144,0.0430857142857142
2018-05-19 05:00:00,8230.143,8235.561333333333,8224.104666666672,8228.797166666667,1.4904086928333342,12260.040596224831,0.1392265046107869,-0.0163524902706167,0.0303439024390243,0.0148292682926829,0.9577560975609756,0.0274146341463414
2018-05-19 06:00:00,8233.472666666665,8237.47833333333,8227.066,8232.904999999997,0.8245755966666669,6786.974070886167,0.1264721666693594,-0.0068946201639306,0.0494,0.009275,0.96275,0.027975
2018-05-19 07:00:00,8202.28474576271,8207.983220338983,8193.660508474575,8199.729999999998,3.3906326845762718,27721.374789693724,0.1746729692856731,-0.0311467577863888,0.055975,0.0101999999999999,0.9530999999999998,0.0367
2018-05-19 08:00:00,8189.428,8197.364666666666,8182.295000000002,8189.347000000001,4.239498391833335,34740.27112878634,0.1840154858093629,-0.0009890800676093,-3.714285714285464e-05,0.0232571428571428,0.9510571428571426,0.0256857142857142
2018-05-19 09:00:00,8211.836833333333,8215.912333333332,8205.2715,8210.772666666668,1.0841220263333335,8904.62849737038,0.129596004728395,-0.0129589358418026,0.0438682926829268,0.0126097560975609,0.9588536585365854,0.0285365853658536
2018-05-19 10:00:00,8233.925666666668,8239.755166666666,8228.992666666669,8235.298666666667,1.9698442861666656,16232.485078857868,0.1306874278107188,0.0166749137116685,0.0492108108108108,0.015054054054054,0.9524054054054056,0.0325675675675675
2018-05-19 11:00:00,8251.552333333333,8257.124999999998,8244.7635,8252.054333333332,7.5399529565,62611.1130325295,0.1497990621567535,0.0060837037652986,0.0540760563380281,0.0118873239436619,0.962943661971831,0.025169014084507
2018-05-19 12:00:00,8346.03233333333,8349.720333333331,8337.482166666667,8344.602333333332,3.017084224833332,25252.431801252,0.1466596750545882,-0.0171338900076767,0.0226358974358974,0.0128974358974358,0.9611153846153846,0.0259871794871794
2018-05-19 13:00:00,8325.539666666667,8329.744666666667,8318.789166666667,8324.613999999998,4.8006006405,39936.07756391434,0.131603699582948,-0.0111183983709289,0.0368079999999999,0.01228,0.96114,0.02658
2018-05-19 14:00:00,8313.349833333332,8317.423333333334,8308.415500000001,8313.134,2.429632129333333,20192.74361988383,0.1083566478458438,-0.0025962258013781,0.0442717948717948,0.023076923076923,0.9436923076923076,0.0332564102564102
2018-05-19 15:00:00,8301.75533333333,8306.197999999999,8296.947,8302.943833333331,1.8357121165000003,15233.468855572317,0.1114183136209948,0.0143162494229156,0.0495,0.0097857142857142,0.961595238095238,0.0286190476190476
2018-05-19 16:00:00,8297.578474576272,8303.15372881356,8292.9193220339,8297.464067796613,0.9403113927118644,7801.677426233423,0.1233437915010823,-0.0013787971998097,0.0647793103448275,0.0113620689655172,0.9525344827586204,0.0360862068965517
2018-05-19 17:00:00,8294.2493220339,8299.04542372881,8289.446949152541,8293.837627118643,1.3707253949152542,11363.837650087917,0.1157301964157637,-0.0049636187588903,0.1050259259259259,0.0057777777777777,0.9386666666666668,0.0555555555555555
2018-05-19 18:00:00,8310.823220338982,8314.905084745762,8307.547796610166,8310.356779661015,1.1356968871186444,9441.668059720729,0.0885315556319101,-0.0056124485577444,0.0226641025641025,0.0248205128205128,0.9386666666666668,0.0365641025641025
2018-05-19 19:00:00,8295.928363636363,8299.96290909091,8292.074545454547,8295.347454545454,1.075686045272727,8924.908206912056,0.0950938303619833,-0.0070023397677347,0.0415116279069767,0.0068372093023255,0.9684418604651164,0.0247209302325581
2018-05-19 20:00:00,8301.120517241381,8304.583275862065,8296.343103448276,8300.14793103448,2.0906733156896555,17308.779071346635,0.0992774162853018,-0.0117163243791095,0.04028,0.0157466666666666,0.9532133333333332,0.03104
2018-05-19 21:00:00,8234.129666666666,8239.652833333334,8228.47833333333,8234.638166666664,4.072842770499999,33530.16614816657,0.1357011659023044,0.006175516060387,0.04793,0.0105749999999999,0.96405,0.025375
